,kepid,kepoi_name,kepler_name,koi_kepmag,system,# TTV,# non TTV,size_sys,circumbinary_flag,# stars,eccentricity,eccentric?
1007,8613535,K02263.02,Kepler-1165 b,14.456,Kepler-1165,0,2,2,0,1,"[None, None]",False
1008,3955817,K04117.01,Kepler-1553 b,14.955,Kepler-1553,0,1,1,0,1,[None],False
1009,9272070,K04126.01,Kepler-1555 b,15.353,Kepler-1555,0,1,1,0,1,[None],False
1010,3244792,K04347.01,Kepler-1592 b,14.803,Kepler-1592,0,1,1,0,1,[None],False
1011,7596240,K04295.01,Kepler-1584 b,14.924,Kepler-1584,0,1,1,0,1,[None],False
1012,7427764,K04364.01,Kepler-1595 b,15.448,Kepler-1595,0,1,1,0,1,[None],False
1013,8507475,K04300.01,Kepler-1585 b,15.965,Kepler-1585,0,1,1,0,1,[None],False
1014,11080405,K02442.02,Kepler-386 b,15.629,Kepler-386,0,2,2,0,1,"[None, None]",False
1015,11718389,K04444.01,Kepler-1956 b,15.583,Kepler-1956,0,1,1,0,1,[None],False
1016,10604592,K04447.01,Kepler-1957 b,14.793,Kepler-1957,0,1,1,0,1,[None],False
1017,7604328,K02458.02,Kepler-1245 c,15.404,Kepler-1245,0,2,2,0,1,"[None, None]",False
1018,6937529,K04382.01,Kepler-1597 b,14.144,Kepler-1597,0,1,1,0,1,[None],False
1019,3645438,K04385.01,Kepler-1600 c,15.825,Kepler-1600,0,2,2,0,1,"[None, None]",False
1020,9828127,K04192.01,Kepler-1564 b,15.004,Kepler-1564,0,1,1,0,1,[None],False
1021,7703882,K04403.01,Kepler-1954 b,15.741,Kepler-1954,0,1,1,0,1,[None],False
1022,7673841,K02585.02,Kepler-392 c,13.455,Kepler-392,0,2,2,0,1,"[None, None]",False
1023,6153407,K03179.01,Kepler-1911 b,10.884,Kepler-1911,0,1,1,0,1,[None],False
1024,9898017,K04484.01,Kepler-1960 b,15.079,Kepler-1960,0,1,1,0,1,[None],False
1026,11650401,K04566.01,Kepler-1614 b,15.923,Kepler-1614,0,1,1,0,1,[None],False
1029,7778621,K04725.01,Kepler-1967 b,13.367,Kepler-1967,0,1,1,0,1,[None],False
1030,9100953,K04500.02,Kepler-1610 c,15.85,Kepler-1610,0,2,2,0,1,"[None, 0.0]",False
1032,11671579,K04510.01,Kepler-1611 b,14.435,Kepler-1611,0,1,1,0,1,[None],False
1034,7429240,K04450.01,Kepler-1606 b,15.139,Kepler-1606,0,1,1,0,1,[None],False
1035,5003670,K04524.01,Kepler-1962 b,14.955,Kepler-1962,0,1,1,0,1,[None],False
1037,8636600,K04478.01,Kepler-1959 b,14.58,Kepler-1959,0,1,1,0,1,[None],False
1038,7983117,K03214.01,Kepler-1988 b,12.014,Kepler-1988,0,1,1,0,1,[0.0],False
1039,6615511,K03306.01,Kepler-1463 b,15.759,Kepler-1463,0,1,1,0,1,[None],False
1040,3632089,K03308.01,Kepler-1464 b,14.159,Kepler-1464,0,2,2,0,1,"[None, None]",False
1041,4271474,K03324.01,Kepler-1469 b,15.965,Kepler-1469,0,1,1,0,1,[None],False
1042,9885417,K03246.01,Kepler-1446 b,12.411,Kepler-1446,0,1,1,0,1,[None],False
1043,12055539,K03261.01,Kepler-1448 b,14.411,Kepler-1448,0,1,1,0,1,[None],False
1044,8620402,K03267.01,Kepler-1913 b,14.706,Kepler-1913,0,1,1,0,1,[None],False
1045,3544640,K03279.01,Kepler-1914 b,15.765,Kepler-1914,0,1,1,0,1,[None],False
1047,6497146,K03284.01,Kepler-438 b,14.467,Kepler-438,0,1,1,0,1,[0.03],False
1048,9967771,K01875.02,Kepler-990 c,14.498,Kepler-990,0,2,2,0,1,"[None, None]",False
1050,6364582,K03456.01,Kepler-1505 b,12.988,Kepler-1505,0,1,1,0,1,[None],False
1051,9529744,K01806.03,Kepler-320 b,13.474,Kepler-320,0,2,2,0,1,"[None, None]",False
1052,10328393,K01905.02,Kepler-332 c,14.017,Kepler-332,0,3,3,0,1,"[None, None, None]",False
1053,2717158,K03459.01,Kepler-1922 b,15.208,Kepler-1922,0,1,1,0,1,[None],False
1054,9995771,K03470.02,Kepler-1509 b,15.386,Kepler-1509,0,1,1,0,1,[None],False
1055,11754430,K03403.02,Kepler-1488 c,13.102,Kepler-1488,0,2,2,0,1,"[None, None]",False
1056,11853878,K01833.02,Kepler-968 d,14.265,Kepler-968,0,2,2,0,1,"[None, None]",False
1057,3433668,K03415.01,Kepler-1493 b,13.109,Kepler-1493,0,1,1,0,1,[None],False
1058,11303322,K03345.01,Kepler-1472 b,14.633,Kepler-1472,0,1,1,0,1,[None],False
1059,3745559,K03423.01,Kepler-1920 b,14.296,Kepler-1920,0,1,1,0,1,[None],False
1060,8424002,K03497.01,Kepler-1512 b,13.393,Kepler-1512,0,1,1,0,1,[None],False
1061,10657406,K01837.02,Kepler-969 c,13.733,Kepler-969,0,2,2,0,1,"[None, None]",False
1062,7091432,K03353.01,Kepler-1477 b,14.598,Kepler-1477,0,1,1,0,1,[None],False
1063,3728432,K03893.01,Kepler-1526 b,15.646,Kepler-1526,0,1,1,0,1,[None],False
1065,3128552,K02055.03,Kepler-1073 d,14.523,Kepler-1073,0,3,3,0,1,"[None, None, None]",False
1066,9761615,K03911.01,Kepler-1528 b,14.496,Kepler-1528,0,1,1,0,1,[None],False
1067,8494410,K03685.02,Kepler-1516 b,14.461,Kepler-1516,0,1,1,0,1,[None],False
1068,5784777,K03916.01,Kepler-1529 b,15.362,Kepler-1529,0,1,1,0,1,[None],False
1070,12784167,K03848.01,Kepler-1522 b,14.216,Kepler-1522,0,1,1,0,1,[None],False
1071,11253711,K01972.02,Kepler-1031 b,13.8,Kepler-1031,0,1,1,0,1,[None],False
1072,11709124,K00435.04,Kepler-154 e,14.534,Kepler-154,0,18,18,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",False
1073,4164922,K03864.01,Kepler-1698 b,12.914,Kepler-1698,0,1,1,0,1,[None],False
1074,9353742,K03867.01,Kepler-1523 b,14.86,Kepler-1523,0,1,1,0,1,[None],False
1075,3657758,K02034.02,Kepler-1065 c,15.54,Kepler-1065,0,2,2,0,1,"[None, None]",False
1077,12154526,K02004.02,Kepler-1047 c,13.351,Kepler-1047,0,2,2,0,1,"[None, None]",False
1079,11760860,K03892.01,Kepler-1525 b,12.737,Kepler-1525,0,1,1,0,1,[None],False
1080,8832512,K01821.01,Kepler-963 b,14.943,Kepler-963,0,1,1,0,1,[None],False
1081,10153855,K01981.01,Kepler-1037 b,14.229,Kepler-1037,0,1,1,0,1,[None],False
1082,7762723,K02663.01,Kepler-1867 b,13.461,Kepler-1867,0,1,1,0,1,[None],False
1083,5980208,K02742.01,Kepler-1331 b,15.031,Kepler-1331,0,1,1,0,1,[None],False
1084,8036287,K03984.01,Kepler-1537 b,14.536,Kepler-1537,0,1,1,0,1,[None],False
1085,9823519,K02793.01,Kepler-1350 b,16.283,Kepler-1350,0,2,2,0,1,"[None, None]",False
1086,7047824,K02806.01,Kepler-1353 b,15.514,Kepler-1353,0,1,1,0,1,[None],False
1087,11358389,K02163.02,Kepler-365 c,14.651,Kepler-365,0,2,2,0,1,"[None, None]",False
1088,5773121,K04002.01,Kepler-1932 b,15.04,Kepler-1932,0,1,1,0,1,[None],False
1089,4814502,K04004.01,Kepler-1933 b,12.697,Kepler-1933,0,1,1,0,1,[None],False
1090,11244682,K03933.01,Kepler-1699 b,14.678,Kepler-1699,0,1,1,0,1,[None],False
1091,5895158,K03935.01,Kepler-1532 b,14.815,Kepler-1532,0,1,1,0,1,[None],False
1092,8282846,K04015.01,Kepler-1539 b,15.307,Kepler-1539,0,1,1,0,1,[None],False
1093,7375348,K00266.01,Kepler-508 b,11.472,Kepler-508,0,1,1,0,1,[None],False
1094,6444896,K03138.01,Kepler-1649 b,17.131,Kepler-1649,0,2,2,0,1,"[None, None]",False
1095,9758089,K01871.02,Kepler-1996 b,14.897,Kepler-1996,0,2,2,0,1,"[0.0, 0.0]",False
1096,2715695,K03077.01,Kepler-1899 b,15.958,Kepler-1899,0,1,1,0,1,[None],False
1097,12352520,K03094.01,Kepler-1904 b,15.737,Kepler-1904,0,1,1,0,1,[None],False
1098,10587105,K00339.03,Kepler-529 d,13.763,Kepler-529,0,3,3,0,1,"[None, None, None]",False
1099,8558011,K00577.02,Kepler-607 b,14.405,Kepler-607,0,2,2,0,1,"[None, None]",False
1100,8231667,K03494.01,Kepler-1926 b,15.654,Kepler-1926,0,1,1,0,1,[None],False
1101,5551240,K05178.01,Kepler-1626 b,14.275,Kepler-1626,0,1,1,0,1,[None],False
1102,8037038,K05466.01,Kepler-1631 b,15.524,Kepler-1631,0,1,1,0,1,[None],False
1103,11176166,K05875.01,Kepler-1639 b,14.496,Kepler-1639,0,1,1,0,1,[None],False
1104,8653134,K06186.01,Kepler-1643 b,13.116,Kepler-1643,0,1,1,0,1,[None],False
1105,8030339,K03954.02,Kepler-1534 b,15.665,Kepler-1534,0,1,1,0,1,[None],False
1106,7100673,K04032.04,Kepler-1542 e,12.639,Kepler-1542,0,4,4,0,1,"[None, None, None, None]",False
1107,10717220,K06228.01,Kepler-1644 b,14.223,Kepler-1644,0,1,1,0,1,[None],False
1108,10989274,K06233.01,Kepler-1645 b,14.472,Kepler-1645,0,1,1,0,1,[None],False
1109,4665571,K02393.02,Kepler-1834 c,14.903,Kepler-1834,0,2,2,0,1,"[0.0, None]",False
1112,11125797,K03371.02,Kepler-1482 b,13.747,Kepler-1482,0,1,1,0,1,[None],False
1113,7350067,K06863.01,Kepler-1646 b,15.737,Kepler-1646,0,1,1,0,1,[None],False
